"country","year","sex","age","num_suicides","population","suicides_100k","key","gdp","gdp_per_capita","generation","region"
"Cuba",2011,"male","25-34",113,707701,15.97,"Cuba2011",6.899e+10,6419,"Millenials","Latin America & Caribbean"
"Cuba",2011,"female","75+",50,352169,14.2,"Cuba2011",6.899e+10,6419,"Silent","Latin America & Caribbean"
"Cuba",2011,"female","55-74",123,1022839,12.03,"Cuba2011",6.899e+10,6419,"Boomers","Latin America & Caribbean"
"Cuba",2011,"male","15-24",75,808772,9.27,"Cuba2011",6.899e+10,6419,"Millenials","Latin America & Caribbean"
"Cuba",2011,"female","35-54",106,1903248,5.57,"Cuba2011",6.899e+10,6419,"Generation X","Latin America & Caribbean"
"Cuba",2011,"female","25-34",20,686162,2.91,"Cuba2011",6.899e+10,6419,"Millenials","Latin America & Caribbean"
"Cuba",2011,"female","15-24",13,761258,1.71,"Cuba2011",6.899e+10,6419,"Millenials","Latin America & Caribbean"
"Cuba",2011,"male","5-14",4,687609,0.58,"Cuba2011",6.899e+10,6419,"Generation Z","Latin America & Caribbean"
"Cuba",2011,"female","5-14",3,647275,0.46,"Cuba2011",6.899e+10,6419,"Generation Z","Latin America & Caribbean"
"Cuba",2012,"male","75+",245,283396,86.45,"Cuba2012",7.3141e+10,6791,"Silent","Latin America & Caribbean"
"Cuba",2012,"male","55-74",357,1000596,35.68,"Cuba2012",7.3141e+10,6791,"Boomers","Latin America & Caribbean"
"Cuba",2012,"male","35-54",412,1913864,21.53,"Cuba2012",7.3141e+10,6791,"Generation X","Latin America & Caribbean"
"Cuba",2012,"male","25-34",108,718645,15.03,"Cuba2012",7.3141e+10,6791,"Millenials","Latin America & Caribbean"
"Cuba",2012,"female","75+",52,364108,14.28,"Cuba2012",7.3141e+10,6791,"Silent","Latin America & Caribbean"
"Cuba",2012,"female","55-74",107,1037368,10.31,"Cuba2012",7.3141e+10,6791,"Boomers","Latin America & Caribbean"
"Cuba",2012,"male","15-24",71,795384,8.93,"Cuba2012",7.3141e+10,6791,"Millenials","Latin America & Caribbean"
"Cuba",2012,"female","35-54",94,1906959,4.93,"Cuba2012",7.3141e+10,6791,"Generation X","Latin America & Caribbean"
"Cuba",2012,"female","15-24",25,746677,3.35,"Cuba2012",7.3141e+10,6791,"Millenials","Latin America & Caribbean"
"Cuba",2012,"female","25-34",16,696377,2.3,"Cuba2012",7.3141e+10,6791,"Millenials","Latin America & Caribbean"
"Cuba",2012,"male","5-14",6,672968,0.89,"Cuba2012",7.3141e+10,6791,"Generation Z","Latin America & Caribbean"
"Cuba",2012,"female","5-14",2,634193,0.32,"Cuba2012",7.3141e+10,6791,"Generation Z","Latin America & Caribbean"
"Cuba",2013,"male","75+",216,293384,73.62,"Cuba2013",7.7148e+10,7148,"Silent","Latin America & Caribbean"
"Cuba",2013,"male","55-74",401,1014211,39.54,"Cuba2013",7.7148e+10,7148,"Boomers","Latin America & Caribbean"
"Cuba",2013,"male","35-54",436,1911139,22.81,"Cuba2013",7.7148e+10,7148,"Generation X","Latin America & Caribbean"
"Cuba",2013,"female","75+",49,376280,13.02,"Cuba2013",7.7148e+10,7148,"Silent","Latin America & Caribbean"
"Cuba",2013,"male","25-34",96,738010,13.01,"Cuba2013",7.7148e+10,7148,"Millenials","Latin America & Caribbean"
"Cuba",2013,"female","55-74",111,1052791,10.54,"Cuba2013",7.7148e+10,7148,"Boomers","Latin America & Caribbean"
"Cuba",2013,"male","15-24",47,778739,6.04,"Cuba2013",7.7148e+10,7148,"Millenials","Latin America & Caribbean"
"Cuba",2013,"female","35-54",94,1903641,4.94,"Cuba2013",7.7148e+10,7148,"Generation X","Latin America & Caribbean"
"Cuba",2013,"female","25-34",20,714544,2.8,"Cuba2013",7.7148e+10,7148,"Millenials","Latin America & Caribbean"
"Cuba",2013,"female","15-24",20,729372,2.74,"Cuba2013",7.7148e+10,7148,"Millenials","Latin America & Caribbean"
"Cuba",2013,"male","5-14",5,659106,0.76,"Cuba2013",7.7148e+10,7148,"Generation Z","Latin America & Caribbean"
"Cuba",2013,"female","5-14",4,621473,0.64,"Cuba2013",7.7148e+10,7148,"Generation Z","Latin America & Caribbean"
"Cuba",2014,"male","75+",221,303110,72.91,"Cuba2014",80656100000,7459,"Silent","Latin America & Caribbean"
"Cuba",2014,"male","55-74",348,1034381,33.64,"Cuba2014",80656100000,7459,"Boomers","Latin America & Caribbean"
"Cuba",2014,"male","35-54",409,1899900,21.53,"Cuba2014",80656100000,7459,"Generation X","Latin America & Caribbean"
"Cuba",2014,"female","75+",51,388520,13.13,"Cuba2014",80656100000,7459,"Silent","Latin America & Caribbean"
"Cuba",2014,"male","25-34",97,758006,12.8,"Cuba2014",80656100000,7459,"Millenials","Latin America & Caribbean"
"Cuba",2014,"female","55-74",116,1074729,10.79,"Cuba2014",80656100000,7459,"Boomers","Latin America & Caribbean"
"Cuba",2014,"male","15-24",62,761440,8.14,"Cuba2014",80656100000,7459,"Millenials","Latin America & Caribbean"
"Cuba",2014,"female","35-54",107,1891607,5.66,"Cuba2014",80656100000,7459,"Generation X","Latin America & Caribbean"
"Cuba",2014,"female","15-24",19,711945,2.67,"Cuba2014",80656100000,7459,"Millenials","Latin America & Caribbean"
"Cuba",2014,"female","25-34",12,732841,1.64,"Cuba2014",80656100000,7459,"Millenials","Latin America & Caribbean"
"Cuba",2014,"male","5-14",9,646878,1.39,"Cuba2014",80656100000,7459,"Generation Z","Latin America & Caribbean"
"Cuba",2014,"female","5-14",2,610054,0.33,"Cuba2014",80656100000,7459,"Generation Z","Latin America & Caribbean"
"Cuba",2015,"male","75+",257,312547,82.23,"Cuba2015",87132800000,8044,"Silent","Latin America & Caribbean"
"Cuba",2015,"male","55-74",394,1064263,37.02,"Cuba2015",87132800000,8044,"Boomers","Latin America & Caribbean"
"Cuba",2015,"male","35-54",418,1879569,22.24,"Cuba2015",87132800000,8044,"Generation X","Latin America & Caribbean"
"Cuba",2015,"female","75+",56,400826,13.97,"Cuba2015",87132800000,8044,"Silent","Latin America & Caribbean"
"Cuba",2015,"male","25-34",82,773518,10.6,"Cuba2015",87132800000,8044,"Millenials","Latin America & Caribbean"
"Cuba",2015,"female","55-74",104,1106391,9.4,"Cuba2015",87132800000,8044,"Boomers","Latin America & Caribbean"
"Cuba",2015,"male","15-24",56,745157,7.52,"Cuba2015",87132800000,8044,"Millenials","Latin America & Caribbean"
"Cuba",2015,"female","35-54",102,1870168,5.45,"Cuba2015",87132800000,8044,"Generation X","Latin America & Caribbean"
"Cuba",2015,"female","25-34",21,746139,2.81,"Cuba2015",87132800000,8044,"Millenials","Latin America & Caribbean"
"Cuba",2015,"female","15-24",17,696005,2.44,"Cuba2015",87132800000,8044,"Millenials","Latin America & Caribbean"
"Cuba",2015,"male","5-14",4,636828,0.63,"Cuba2015",87132800000,8044,"Generation Z","Latin America & Caribbean"
"Cuba",2015,"female","5-14",0,600657,0,"Cuba2015",87132800000,8044,"Generation Z","Latin America & Caribbean"
"Czech Republic",2002,"male","75+",140,196619,71.2,"Czech Republic2002",81910771994,8399,"Silent","Europe & Central Asia"
"Czech Republic",2002,"male","35-54",518,1458286,35.52,"Czech Republic2002",81910771994,8399,"Boomers","Europe & Central Asia"
"Czech Republic",2002,"male","55-74",282,921139,30.61,"Czech Republic2002",81910771994,8399,"Silent","Europe & Central Asia"
"Czech Republic",2002,"male","25-34",180,818936,21.98,"Czech Republic2002",81910771994,8399,"Generation X","Europe & Central Asia"
"Czech Republic",2002,"female","75+",67,395065,16.96,"Czech Republic2002",81910771994,8399,"Silent","Europe & Central Asia"
"Czech Republic",2002,"male","15-24",91,746413,12.19,"Czech Republic2002",81910771994,8399,"Millenials","Europe & Central Asia"
"Czech Republic",2002,"female","55-74",86,1105366,7.78,"Czech Republic2002",81910771994,8399,"Silent","Europe & Central Asia"
"Czech Republic",2002,"female","35-54",108,1451319,7.44,"Czech Republic2002",81910771994,8399,"Boomers","Europe & Central Asia"
"Czech Republic",2002,"female","25-34",30,788166,3.81,"Czech Republic2002",81910771994,8399,"Generation X","Europe & Central Asia"
"Czech Republic",2002,"female","15-24",26,714488,3.64,"Czech Republic2002",81910771994,8399,"Millenials","Europe & Central Asia"
"Czech Republic",2002,"male","5-14",5,592734,0.84,"Czech Republic2002",81910771994,8399,"Millenials","Europe & Central Asia"
"Czech Republic",2002,"female","5-14",1,563932,0.18,"Czech Republic2002",81910771994,8399,"Millenials","Europe & Central Asia"
"Czech Republic",2003,"male","75+",158,202317,78.1,"Czech Republic2003",99627140274,10220,"Silent","Europe & Central Asia"
"Czech Republic",2003,"male","35-54",572,1441293,39.69,"Czech Republic2003",99627140274,10220,"Boomers","Europe & Central Asia"
"Czech Republic",2003,"male","55-74",307,949402,32.34,"Czech Republic2003",99627140274,10220,"Silent","Europe & Central Asia"
"Czech Republic",2003,"male","25-34",206,842279,24.46,"Czech Republic2003",99627140274,10220,"Generation X","Europe & Central Asia"
"Czech Republic",2003,"female","75+",74,403426,18.34,"Czech Republic2003",99627140274,10220,"Silent","Europe & Central Asia"
"Czech Republic",2003,"male","15-24",116,726604,15.96,"Czech Republic2003",99627140274,10220,"Millenials","Europe & Central Asia"
"Czech Republic",2003,"female","35-54",127,1431458,8.87,"Czech Republic2003",99627140274,10220,"Boomers","Europe & Central Asia"
"Czech Republic",2003,"female","55-74",99,1129314,8.77,"Czech Republic2003",99627140274,10220,"Silent","Europe & Central Asia"
"Czech Republic",2003,"female","25-34",29,810207,3.58,"Czech Republic2003",99627140274,10220,"Generation X","Europe & Central Asia"
"Czech Republic",2003,"female","15-24",22,694102,3.17,"Czech Republic2003",99627140274,10220,"Millenials","Europe & Central Asia"
"Czech Republic",2003,"male","5-14",6,573339,1.05,"Czech Republic2003",99627140274,10220,"Millenials","Europe & Central Asia"
"Czech Republic",2003,"female","5-14",3,544809,0.55,"Czech Republic2003",99627140274,10220,"Millenials","Europe & Central Asia"
"Czech Republic",2004,"male","75+",121,208455,58.05,"Czech Republic2004",119162172468,12226,"Silent","Europe & Central Asia"
"Czech Republic",2004,"male","35-54",540,1429901,37.76,"Czech Republic2004",119162172468,12226,"Boomers","Europe & Central Asia"
"Czech Republic",2004,"male","55-74",317,973192,32.57,"Czech Republic2004",119162172468,12226,"Silent","Europe & Central Asia"
"Czech Republic",2004,"male","25-34",193,862649,22.37,"Czech Republic2004",119162172468,12226,"Generation X","Europe & Central Asia"
"Czech Republic",2004,"male","15-24",110,707587,15.55,"Czech Republic2004",119162172468,12226,"Millenials","Europe & Central Asia"
"Czech Republic",2004,"female","75+",62,411827,15.05,"Czech Republic2004",119162172468,12226,"Silent","Europe & Central Asia"
"Czech Republic",2004,"female","55-74",95,1150600,8.26,"Czech Republic2004",119162172468,12226,"Silent","Europe & Central Asia"
"Czech Republic",2004,"female","35-54",99,1417483,6.98,"Czech Republic2004",119162172468,12226,"Boomers","Europe & Central Asia"
"Czech Republic",2004,"female","25-34",24,829828,2.89,"Czech Republic2004",119162172468,12226,"Generation X","Europe & Central Asia"
"Czech Republic",2004,"female","15-24",14,676084,2.07,"Czech Republic2004",119162172468,12226,"Millenials","Europe & Central Asia"
"Czech Republic",2004,"male","5-14",5,553266,0.9,"Czech Republic2004",119162172468,12226,"Millenials","Europe & Central Asia"
"Czech Republic",2004,"female","5-14",3,525775,0.57,"Czech Republic2004",119162172468,12226,"Millenials","Europe & Central Asia"
"Czech Republic",2005,"male","75+",113,215366,52.47,"Czech Republic2005",136280689891,13961,"Silent","Europe & Central Asia"
"Czech Republic",2005,"male","35-54",516,1427262,36.15,"Czech Republic2005",136280689891,13961,"Boomers","Europe & Central Asia"
"Czech Republic",2005,"male","55-74",347,998004,34.77,"Czech Republic2005",136280689891,13961,"Silent","Europe & Central Asia"
"Czech Republic",2005,"male","25-34",208,877897,23.69,"Czech Republic2005",136280689891,13961,"Generation X","Europe & Central Asia"
"Czech Republic",2005,"male","15-24",85,695191,12.23,"Czech Republic2005",136280689891,13961,"Millenials","Europe & Central Asia"
"Czech Republic",2005,"female","75+",50,420901,11.88,"Czech Republic2005",136280689891,13961,"Silent","Europe & Central Asia"
"Czech Republic",2005,"female","35-54",109,1408555,7.74,"Czech Republic2005",136280689891,13961,"Boomers","Europe & Central Asia"
"Czech Republic",2005,"female","55-74",82,1171511,7,"Czech Republic2005",136280689891,13961,"Silent","Europe & Central Asia"
"Czech Republic",2005,"female","25-34",33,841934,3.92,"Czech Republic2005",136280689891,13961,"Generation X","Europe & Central Asia"
"Czech Republic",2005,"female","15-24",16,663458,2.41,"Czech Republic2005",136280689891,13961,"Millenials","Europe & Central Asia"
"Czech Republic",2005,"male","5-14",4,534812,0.75,"Czech Republic2005",136280689891,13961,"Millenials","Europe & Central Asia"
"Czech Republic",2005,"female","5-14",2,506842,0.39,"Czech Republic2005",136280689891,13961,"Millenials","Europe & Central Asia"
"Czech Republic",2006,"male","75+",125,222276,56.24,"Czech Republic2006",155463807113,15896,"Silent","Europe & Central Asia"
"Czech Republic",2006,"male","35-54",459,1426930,32.17,"Czech Republic2006",155463807113,15896,"Boomers","Europe & Central Asia"
"Czech Republic",2006,"male","55-74",299,1022887,29.23,"Czech Republic2006",155463807113,15896,"Silent","Europe & Central Asia"
"Czech Republic",2006,"male","25-34",155,884745,17.52,"Czech Republic2006",155463807113,15896,"Generation X","Europe & Central Asia"
"Czech Republic",2006,"male","15-24",101,690682,14.62,"Czech Republic2006",155463807113,15896,"Millenials","Europe & Central Asia"
"Czech Republic",2006,"female","75+",41,430258,9.53,"Czech Republic2006",155463807113,15896,"Silent","Europe & Central Asia"
"Czech Republic",2006,"female","55-74",90,1193318,7.54,"Czech Republic2006",155463807113,15896,"Silent","Europe & Central Asia"
"Czech Republic",2006,"female","35-54",95,1401646,6.78,"Czech Republic2006",155463807113,15896,"Boomers","Europe & Central Asia"
"Czech Republic",2006,"female","25-34",20,845584,2.37,"Czech Republic2006",155463807113,15896,"Generation X","Europe & Central Asia"
"Czech Republic",2006,"female","15-24",12,658122,1.82,"Czech Republic2006",155463807113,15896,"Millenials","Europe & Central Asia"
"Czech Republic",2006,"male","5-14",3,515573,0.58,"Czech Republic2006",155463807113,15896,"Millenials","Europe & Central Asia"
"Czech Republic",2006,"female","5-14",0,488298,0,"Czech Republic2006",155463807113,15896,"Millenials","Europe & Central Asia"
"Czech Republic",2007,"male","75+",109,229015,47.6,"Czech Republic2007",189227050760,19273,"Silent","Europe & Central Asia"
"Czech Republic",2007,"male","55-74",322,1047512,30.74,"Czech Republic2007",189227050760,19273,"Silent","Europe & Central Asia"
"Czech Republic",2007,"male","35-54",440,1434256,30.68,"Czech Republic2007",189227050760,19273,"Boomers","Europe & Central Asia"
"Czech Republic",2007,"male","25-34",176,888983,19.8,"Czech Republic2007",189227050760,19273,"Generation X","Europe & Central Asia"
"Czech Republic",2007,"male","15-24",100,690165,14.49,"Czech Republic2007",189227050760,19273,"Millenials","Europe & Central Asia"
"Czech Republic",2007,"female","75+",49,438726,11.17,"Czech Republic2007",189227050760,19273,"Silent","Europe & Central Asia"
"Czech Republic",2007,"female","55-74",72,1216178,5.92,"Czech Republic2007",189227050760,19273,"Silent","Europe & Central Asia"
"Czech Republic",2007,"female","35-54",73,1400706,5.21,"Czech Republic2007",189227050760,19273,"Boomers","Europe & Central Asia"
"Czech Republic",2007,"female","25-34",21,846092,2.48,"Czech Republic2007",189227050760,19273,"Generation X","Europe & Central Asia"
"Czech Republic",2007,"female","15-24",15,654550,2.29,"Czech Republic2007",189227050760,19273,"Millenials","Europe & Central Asia"
"Czech Republic",2007,"male","5-14",2,499126,0.4,"Czech Republic2007",189227050760,19273,"Generation Z","Europe & Central Asia"
"Czech Republic",2007,"female","5-14",0,472986,0,"Czech Republic2007",189227050760,19273,"Generation Z","Europe & Central Asia"
"Czech Republic",2008,"male","75+",137,235750,58.11,"Czech Republic2008",235718586901,23811,"Silent","Europe & Central Asia"
"Czech Republic",2008,"male","35-54",434,1457201,29.78,"Czech Republic2008",235718586901,23811,"Boomers","Europe & Central Asia"
"Czech Republic",2008,"male","55-74",291,1075692,27.05,"Czech Republic2008",235718586901,23811,"Silent","Europe & Central Asia"
"Czech Republic",2008,"male","25-34",162,892070,18.16,"Czech Republic2008",235718586901,23811,"Generation X","Europe & Central Asia"
"Czech Republic",2008,"male","15-24",96,692756,13.86,"Czech Republic2008",235718586901,23811,"Millenials","Europe & Central Asia"
"Czech Republic",2008,"female","75+",37,446156,8.29,"Czech Republic2008",235718586901,23811,"Silent","Europe & Central Asia"
"Czech Republic",2008,"female","55-74",84,1241767,6.76,"Czech Republic2008",235718586901,23811,"Silent","Europe & Central Asia"
"Czech Republic",2008,"female","35-54",88,1412333,6.23,"Czech Republic2008",235718586901,23811,"Boomers","Europe & Central Asia"
"Czech Republic",2008,"female","25-34",32,842858,3.8,"Czech Republic2008",235718586901,23811,"Generation X","Europe & Central Asia"
"Czech Republic",2008,"female","15-24",14,653487,2.14,"Czech Republic2008",235718586901,23811,"Millenials","Europe & Central Asia"
"Czech Republic",2008,"male","5-14",3,487813,0.61,"Czech Republic2008",235718586901,23811,"Generation Z","Europe & Central Asia"
"Czech Republic",2008,"female","5-14",1,461711,0.22,"Czech Republic2008",235718586901,23811,"Generation Z","Europe & Central Asia"
"Czech Republic",2009,"male","75+",135,240265,56.19,"Czech Republic2009",206179982164,20748,"Silent","Europe & Central Asia"
"Czech Republic",2009,"male","35-54",476,1480738,32.15,"Czech Republic2009",206179982164,20748,"Boomers","Europe & Central Asia"
"Czech Republic",2009,"male","55-74",337,1100133,30.63,"Czech Republic2009",206179982164,20748,"Silent","Europe & Central Asia"
"Czech Republic",2009,"male","25-34",199,880108,22.61,"Czech Republic2009",206179982164,20748,"Generation X","Europe & Central Asia"
"Czech Republic",2009,"male","15-24",81,685218,11.82,"Czech Republic2009",206179982164,20748,"Millenials","Europe & Central Asia"
"Czech Republic",2009,"female","75+",42,450517,9.32,"Czech Republic2009",206179982164,20748,"Silent","Europe & Central Asia"
"Czech Republic",2009,"female","55-74",78,1265312,6.16,"Czech Republic2009",206179982164,20748,"Silent","Europe & Central Asia"
"Czech Republic",2009,"female","35-54",79,1428022,5.53,"Czech Republic2009",206179982164,20748,"Boomers","Europe & Central Asia"
"Czech Republic",2009,"female","15-24",16,646079,2.48,"Czech Republic2009",206179982164,20748,"Millenials","Europe & Central Asia"
"Czech Republic",2009,"female","25-34",18,827079,2.18,"Czech Republic2009",206179982164,20748,"Generation X","Europe & Central Asia"
"Czech Republic",2009,"male","5-14",2,479988,0.42,"Czech Republic2009",206179982164,20748,"Generation Z","Europe & Central Asia"
"Czech Republic",2009,"female","5-14",1,453948,0.22,"Czech Republic2009",206179982164,20748,"Generation Z","Europe & Central Asia"
"Czech Republic",2010,"male","75+",115,243211,47.28,"Czech Republic2010",207477857919,20862,"Silent","Europe & Central Asia"
"Czech Republic",2010,"male","55-74",394,1121705,35.13,"Czech Republic2010",207477857919,20862,"Silent","Europe & Central Asia"
"Czech Republic",2010,"male","35-54",473,1499075,31.55,"Czech Republic2010",207477857919,20862,"Generation X","Europe & Central Asia"
"Czech Republic",2010,"male","25-34",168,858416,19.57,"Czech Republic2010",207477857919,20862,"Generation X","Europe & Central Asia"
"Czech Republic",2010,"male","15-24",94,665538,14.12,"Czech Republic2010",207477857919,20862,"Millenials","Europe & Central Asia"
"Czech Republic",2010,"female","75+",40,453417,8.82,"Czech Republic2010",207477857919,20862,"Silent","Europe & Central Asia"
"Czech Republic",2010,"female","55-74",84,1288749,6.52,"Czech Republic2010",207477857919,20862,"Silent","Europe & Central Asia"
"Czech Republic",2010,"female","35-54",87,1445352,6.02,"Czech Republic2010",207477857919,20862,"Generation X","Europe & Central Asia"
"Czech Republic",2010,"female","25-34",26,805752,3.23,"Czech Republic2010",207477857919,20862,"Generation X","Europe & Central Asia"
"Czech Republic",2010,"female","15-24",20,629937,3.17,"Czech Republic2010",207477857919,20862,"Millenials","Europe & Central Asia"
"Czech Republic",2010,"male","5-14",1,479853,0.21,"Czech Republic2010",207477857919,20862,"Generation Z","Europe & Central Asia"
"Czech Republic",2010,"female","5-14",0,454268,0,"Czech Republic2010",207477857919,20862,"Generation Z","Europe & Central Asia"
"Czech Republic",2011,"male","75+",118,246004,47.97,"Czech Republic2011",227948349666,23010,"Silent","Europe & Central Asia"
"Czech Republic",2011,"male","55-74",424,1152114,36.8,"Czech Republic2011",227948349666,23010,"Boomers","Europe & Central Asia"
"Czech Republic",2011,"male","35-54",500,1517715,32.94,"Czech Republic2011",227948349666,23010,"Generation X","Europe & Central Asia"
"Czech Republic",2011,"male","25-34",173,818695,21.13,"Czech Republic2011",227948349666,23010,"Millenials","Europe & Central Asia"
"Czech Republic",2011,"male","15-24",120,632356,18.98,"Czech Republic2011",227948349666,23010,"Millenials","Europe & Central Asia"
"Czech Republic",2011,"female","75+",43,454906,9.45,"Czech Republic2011",227948349666,23010,"Silent","Europe & Central Asia"
"Czech Republic",2011,"female","35-54",86,1456523,5.9,"Czech Republic2011",227948349666,23010,"Generation X","Europe & Central Asia"
"Czech Republic",2011,"female","55-74",77,1312571,5.87,"Czech Republic2011",227948349666,23010,"Boomers","Europe & Central Asia"
"Czech Republic",2011,"female","25-34",28,771896,3.63,"Czech Republic2011",227948349666,23010,"Millenials","Europe & Central Asia"
"Czech Republic",2011,"female","15-24",19,602033,3.16,"Czech Republic2011",227948349666,23010,"Millenials","Europe & Central Asia"
"Czech Republic",2011,"male","5-14",2,483911,0.41,"Czech Republic2011",227948349666,23010,"Generation Z","Europe & Central Asia"
"Czech Republic",2011,"female","5-14",0,457594,0,"Czech Republic2011",227948349666,23010,"Generation Z","Europe & Central Asia"
"Czech Republic",2012,"male","75+",146,248952,58.65,"Czech Republic2012",207376427021,20898,"Silent","Europe & Central Asia"
"Czech Republic",2012,"male","55-74",430,1173069,36.66,"Czech Republic2012",207376427021,20898,"Boomers","Europe & Central Asia"
"Czech Republic",2012,"male","35-54",538,1537251,35,"Czech Republic2012",207376427021,20898,"Generation X","Europe & Central Asia"
"Czech Republic",2012,"male","25-34",179,796162,22.48,"Czech Republic2012",207376427021,20898,"Millenials","Europe & Central Asia"
"Czech Republic",2012,"male","15-24",84,609704,13.78,"Czech Republic2012",207376427021,20898,"Millenials","Europe & Central Asia"
"Czech Republic",2012,"female","75+",45,456859,9.85,"Czech Republic2012",207376427021,20898,"Silent","Europe & Central Asia"
"Czech Republic",2012,"female","55-74",106,1333013,7.95,"Czech Republic2012",207376427021,20898,"Boomers","Europe & Central Asia"
"Czech Republic",2012,"female","35-54",94,1471892,6.39,"Czech Republic2012",207376427021,20898,"Generation X","Europe & Central Asia"
"Czech Republic",2012,"female","25-34",22,750032,2.93,"Czech Republic2012",207376427021,20898,"Millenials","Europe & Central Asia"
"Czech Republic",2012,"female","15-24",10,581629,1.72,"Czech Republic2012",207376427021,20898,"Millenials","Europe & Central Asia"
"Czech Republic",2012,"male","5-14",3,495721,0.61,"Czech Republic2012",207376427021,20898,"Generation Z","Europe & Central Asia"
"Czech Republic",2012,"female","5-14",1,468843,0.21,"Czech Republic2012",207376427021,20898,"Generation Z","Europe & Central Asia"
"Czech Republic",2013,"male","75+",129,252532,51.08,"Czech Republic2013",209402444996,21073,"Silent","Europe & Central Asia"
"Czech Republic",2013,"male","55-74",399,1188011,33.59,"Czech Republic2013",209402444996,21073,"Boomers","Europe & Central Asia"
"Czech Republic",2013,"male","35-54",485,1556338,31.16,"Czech Republic2013",209402444996,21073,"Generation X","Europe & Central Asia"
"Czech Republic",2013,"male","25-34",168,773130,21.73,"Czech Republic2013",209402444996,21073,"Millenials","Europe & Central Asia"
"Czech Republic",2013,"male","15-24",108,586871,18.4,"Czech Republic2013",209402444996,21073,"Millenials","Europe & Central Asia"
"Czech Republic",2013,"female","75+",36,459282,7.84,"Czech Republic2013",209402444996,21073,"Silent","Europe & Central Asia"
"Czech Republic",2013,"female","35-54",108,1488299,7.26,"Czech Republic2013",209402444996,21073,"Generation X","Europe & Central Asia"
"Czech Republic",2013,"female","55-74",92,1347862,6.83,"Czech Republic2013",209402444996,21073,"Boomers","Europe & Central Asia"
"Czech Republic",2013,"female","25-34",30,729365,4.11,"Czech Republic2013",209402444996,21073,"Millenials","Europe & Central Asia"
"Czech Republic",2013,"female","15-24",15,560391,2.68,"Czech Republic2013",209402444996,21073,"Millenials","Europe & Central Asia"
"Czech Republic",2013,"male","5-14",5,510895,0.98,"Czech Republic2013",209402444996,21073,"Generation Z","Europe & Central Asia"
"Czech Republic",2013,"female","5-14",2,483804,0.41,"Czech Republic2013",209402444996,21073,"Generation Z","Europe & Central Asia"
"Czech Republic",2014,"male","75+",123,257383,47.79,"Czech Republic2014",207818330724,20859,"Silent","Europe & Central Asia"
"Czech Republic",2014,"male","55-74",364,1197687,30.39,"Czech Republic2014",207818330724,20859,"Boomers","Europe & Central Asia"
"Czech Republic",2014,"male","35-54",467,1580637,29.55,"Czech Republic2014",207818330724,20859,"Generation X","Europe & Central Asia"
"Czech Republic",2014,"male","25-34",157,752372,20.87,"Czech Republic2014",207818330724,20859,"Millenials","Europe & Central Asia"
"Czech Republic",2014,"male","15-24",84,565782,14.85,"Czech Republic2014",207818330724,20859,"Millenials","Europe & Central Asia"
"Czech Republic",2014,"female","75+",54,464061,11.64,"Czech Republic2014",207818330724,20859,"Silent","Europe & Central Asia"
"Czech Republic",2014,"female","55-74",107,1356408,7.89,"Czech Republic2014",207818330724,20859,"Boomers","Europe & Central Asia"
"Czech Republic",2014,"female","35-54",94,1509758,6.23,"Czech Republic2014",207818330724,20859,"Generation X","Europe & Central Asia"
"Czech Republic",2014,"female","25-34",26,711374,3.65,"Czech Republic2014",207818330724,20859,"Millenials","Europe & Central Asia"
"Czech Republic",2014,"female","15-24",11,540106,2.04,"Czech Republic2014",207818330724,20859,"Millenials","Europe & Central Asia"
"Czech Republic",2014,"female","5-14",1,500027,0.2,"Czech Republic2014",207818330724,20859,"Generation Z","Europe & Central Asia"
"Czech Republic",2014,"male","5-14",1,527532,0.19,"Czech Republic2014",207818330724,20859,"Generation Z","Europe & Central Asia"
"Czech Republic",2015,"male","75+",145,264401,54.84,"Czech Republic2015",186829940546,18703,"Silent","Europe & Central Asia"
"Czech Republic",2015,"male","55-74",373,1202553,31.02,"Czech Republic2015",186829940546,18703,"Boomers","Europe & Central Asia"
"Czech Republic",2015,"male","35-54",404,1602521,25.21,"Czech Republic2015",186829940546,18703,"Generation X","Europe & Central Asia"
"Czech Republic",2015,"male","25-34",151,737221,20.48,"Czech Republic2015",186829940546,18703,"Millenials","Europe & Central Asia"
"Czech Republic",2015,"male","15-24",58,546597,10.61,"Czech Republic2015",186829940546,18703,"Millenials","Europe & Central Asia"
"Czech Republic",2015,"female","75+",44,471092,9.34,"Czech Republic2015",186829940546,18703,"Silent","Europe & Central Asia"
"Czech Republic",2015,"female","55-74",80,1358421,5.89,"Czech Republic2015",186829940546,18703,"Boomers","Europe & Central Asia"
"Czech Republic",2015,"female","35-54",86,1528289,5.63,"Czech Republic2015",186829940546,18703,"Generation X","Europe & Central Asia"
"Czech Republic",2015,"female","15-24",19,521060,3.65,"Czech Republic2015",186829940546,18703,"Millenials","Europe & Central Asia"
"Czech Republic",2015,"female","25-34",20,698584,2.86,"Czech Republic2015",186829940546,18703,"Millenials","Europe & Central Asia"
"Czech Republic",2015,"female","5-14",5,515457,0.97,"Czech Republic2015",186829940546,18703,"Generation Z","Europe & Central Asia"
"Czech Republic",2015,"male","5-14",2,543129,0.37,"Czech Republic2015",186829940546,18703,"Generation Z","Europe & Central Asia"
"Denmark",2002,"male","75+",77,140549,54.79,"Denmark2002",178635160297,35435,"Silent","Europe & Central Asia"
